Source,Accession,Length,N_Records_With_This_Sequence,Gene_Qualifier,Gene_Check,Best_Match,Best_Identity_Pct,Intended_Ref,Intended_Identity_Pct,Panel_Scores,Accepted,Reason,Description
Mpox_L1R,UXL68087.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),UXL68087.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,UXL57042.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),UXL57042.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,UWO44862.1,249,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"UWO44862.1 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,UWO44147.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),UWO44147.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,UWO34314.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"UWO34314.1 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,UWO33778.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),UWO33778.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,UWO33062.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),UWO33062.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,UWJ11765.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),UWJ11765.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,UWJ11586.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),UWJ11586.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,UVF75988.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),UVF75988.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,UVF74379.1,227,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"UVF74379.1 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,UVF73842.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"UVF73842.1 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_L1R,UVF73663.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),UVF73663.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,UUV51179.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),UUV51179.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,UUV50463.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),UUV50463.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,UUV50105.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),UUV50105.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,UUW22440.1,250,1,,ABSENT,M1LBP0,99.6,M1LBP0,99.6,M1LBP0:99.6%; A0A7H0DN26:26.9%,True,ACCEPTED,UUW22440.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,UTZ19953.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),UTZ19953.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,UTZ20132.1,250,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),UTZ20132.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,UTZ19597.1,250,1,,ABSENT,M1LBP0,99.6,M1LBP0,99.6,M1LBP0:99.6%; A0A7H0DN26:26.9%,True,ACCEPTED,UTZ19597.1 IMV membrane protein L1R [Monkeypox virus]
Mpox_L1R,UTZ19240.1,201,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"UTZ19240.1 IMV membrane protein L1R, partial [Monkeypox virus]"
Mpox_B5R,YGB80106.1,317,9,,ABSENT,P0DTN2,99.68,P0DTN2,99.68,P0DTN2:99.7%; A0A7H0DNF1:24.9%,True,ACCEPTED,YGB80106.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,YFT67509.1,317,8248,,ABSENT,P0DTN2,100.0,P0DTN2,100.0,P0DTN2:100.0%; A0A7H0DNF1:25.2%,True,ACCEPTED,YFT67509.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XYR87323.1,317,135,,ABSENT,P0DTN2,99.68,P0DTN2,99.68,P0DTN2:99.7%; A0A7H0DNF1:25.6%,True,ACCEPTED,XYR87323.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,YDS69278.1,317,1,,ABSENT,P0DTN2,99.68,P0DTN2,99.68,P0DTN2:99.7%; A0A7H0DNF1:25.2%,True,ACCEPTED,YDS69278.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,YDH68289.1,317,1,,ABSENT,P0DTN2,99.37,P0DTN2,99.37,P0DTN2:99.4%; A0A7H0DNF1:24.9%,True,ACCEPTED,YDH68289.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,YDB03847.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),YDB03847.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,YDB03668.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),YDB03668.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XYW47977.1,317,1,,ABSENT,P0DTN2,99.68,P0DTN2,99.68,P0DTN2:99.7%; A0A7H0DNF1:25.6%,True,ACCEPTED,XYW47977.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,YCL56464.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),YCL56464.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,YCG60768.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),YCG60768.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,BFV54706.1,317,4,,ABSENT,P0DTN2,99.68,P0DTN2,99.68,P0DTN2:99.7%; A0A7H0DNF1:25.2%,True,ACCEPTED,BFV54706.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,YCB47382.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),YCB47382.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,YBX71049.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),YBX71049.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,YBX66761.1,317,1,,ABSENT,P0DTN2,99.68,P0DTN2,99.68,P0DTN2:99.7%; A0A7H0DNF1:26.2%,True,ACCEPTED,YBX66761.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XHH51918.2,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XHH51918.2 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XDC02904.2,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XDC02904.2 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XDC02548.2,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XDC02548.2 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XCW00101.2,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XCW00101.2 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,YAV94349.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),YAV94349.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XBU14330.2,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XBU14330.2 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XMF67248.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XMF67248.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XIF86968.1,317,5,,ABSENT,P0DTN2,99.68,P0DTN2,99.68,P0DTN2:99.7%; A0A7H0DNF1:25.2%,True,ACCEPTED,XIF86968.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XHY97239.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XHY97239.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XHH52275.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XHH52275.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XHH51739.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XHH51739.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XHC58414.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XHC58414.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XDC02371.1,317,2,,ABSENT,P0DTN2,99.68,P0DTN2,99.68,P0DTN2:99.7%; A0A7H0DNF1:25.2%,True,ACCEPTED,XDC02371.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XEQ85602.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XEQ85602.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XYA08527.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XYA08527.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XYA04115.1,317,2,,ABSENT,P0DTN2,99.68,P0DTN2,99.68,P0DTN2:99.7%; A0A7H0DNF1:25.2%,True,ACCEPTED,XYA04115.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XYA03408.1,317,39,,ABSENT,P0DTN2,99.68,P0DTN2,99.68,P0DTN2:99.7%; A0A7H0DNF1:25.6%,True,ACCEPTED,XYA03408.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XYY21910.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XYY21910.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XYA27940.1,317,5,,ABSENT,P0DTN2,99.37,P0DTN2,99.37,P0DTN2:99.4%; A0A7H0DNF1:25.9%,True,ACCEPTED,XYA27940.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XWU06612.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"XWU06612.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,XUD98086.1,317,3,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XUD98086.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XTP46100.1,317,4,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XTP46100.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XRX01685.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XRX01685.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XQE60430.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XQE60430.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XPA17768.1,317,4,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XPA17768.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XNX19765.1,317,1,,ABSENT,P0DTN2,99.68,P0DTN2,99.68,P0DTN2:99.7%; A0A7H0DNF1:25.2%,True,ACCEPTED,XNX19765.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XNJ73428.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XNJ73428.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,WLD03181.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WLD03181.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XKU46019.1,317,2,,ABSENT,P0DTN2,99.68,P0DTN2,99.68,P0DTN2:99.7%; A0A7H0DNF1:25.2%,True,ACCEPTED,XKU46019.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XKB58740.1,317,1,,ABSENT,P0DTN2,99.68,P0DTN2,99.68,P0DTN2:99.7%; A0A7H0DNF1:25.6%,True,ACCEPTED,XKB58740.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XIJ79113.1,317,3,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XIJ79113.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XIJ78068.1,317,2,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XIJ78068.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XIF87325.1,300,3,,ABSENT,P0DTN2,100.0,P0DTN2,100.0,P0DTN2:100.0%; A0A7H0DNF1:25.7%,True,ACCEPTED,"XIF87325.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,XEX61470.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XEX61470.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XEX60132.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XEX60132.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XEX59314.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XEX59314.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XEX58811.1,300,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"XEX58811.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,XEX58474.1,310,1,,ABSENT,P0DTN2,100.0,P0DTN2,100.0,P0DTN2:100.0%; A0A7H0DNF1:24.8%,True,ACCEPTED,"XEX58474.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,XEX58133.1,302,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"XEX58133.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,XEX57962.1,311,2,,ABSENT,P0DTN2,100.0,P0DTN2,100.0,P0DTN2:100.0%; A0A7H0DNF1:25.1%,True,ACCEPTED,"XEX57962.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,XEX57792.1,290,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(290 not in 300-332),"XEX57792.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,XEX56604.1,297,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(297 not in 300-332),"XEX56604.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,XEX56438.1,302,4,,ABSENT,P0DTN2,100.0,P0DTN2,100.0,P0DTN2:100.0%; A0A7H0DNF1:25.5%,True,ACCEPTED,"XEX56438.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,XEX56267.1,315,1,,ABSENT,P0DTN2,100.0,P0DTN2,100.0,P0DTN2:100.0%; A0A7H0DNF1:25.1%,True,ACCEPTED,"XEX56267.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,XEX54742.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XEX54742.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XEX53921.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XEX53921.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XEX49068.1,317,9,,ABSENT,P0DTN2,99.68,P0DTN2,99.68,P0DTN2:99.7%; A0A7H0DNF1:24.9%,True,ACCEPTED,XEX49068.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XEX46365.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XEX46365.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XEX43843.1,317,2,,ABSENT,P0DTN2,99.68,P0DTN2,99.68,P0DTN2:99.7%; A0A7H0DNF1:24.3%,True,ACCEPTED,XEX43843.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XEX42662.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XEX42662.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XEX42499.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XEX42499.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XEX42164.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XEX42164.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XEX41669.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XEX41669.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XEX41501.1,285,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"XEX41501.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,XEX40676.1,314,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"XEX40676.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,XEX40006.1,312,3,,ABSENT,P0DTN2,100.0,P0DTN2,100.0,P0DTN2:100.0%; A0A7H0DNF1:25.0%,True,ACCEPTED,"XEX40006.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,XEX39166.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XEX39166.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XEX37495.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XEX37495.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XEX37329.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XEX37329.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XEX36321.1,317,2,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XEX36321.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XEX35306.1,317,2,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XEX35306.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XEX34630.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"XEX34630.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,XEX31267.1,317,9,,ABSENT,P0DTN2,99.68,P0DTN2,99.68,P0DTN2:99.7%; A0A7H0DNF1:26.2%,True,ACCEPTED,XEX31267.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XEX26415.1,281,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"XEX26415.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,XEX25592.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XEX25592.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XEX24446.1,310,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"XEX24446.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,XEX17900.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XEX17900.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XEX15053.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XEX15053.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XEX12709.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XEX12709.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XEX12378.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XEX12378.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XEX11211.1,317,1,,ABSENT,P0DTN2,99.68,P0DTN2,99.68,P0DTN2:99.7%; A0A7H0DNF1:25.2%,True,ACCEPTED,XEX11211.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XEX08346.1,297,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"XEX08346.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,XEX05825.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XEX05825.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XEX02960.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XEX02960.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XEW96723.1,316,2,,ABSENT,P0DTN2,100.0,P0DTN2,100.0,P0DTN2:100.0%; A0A7H0DNF1:25.3%,True,ACCEPTED,"XEW96723.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,WDP53175.1,317,3,,ABSENT,P0DTN2,99.68,P0DTN2,99.68,P0DTN2:99.7%; A0A7H0DNF1:25.2%,True,ACCEPTED,WDP53175.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,WDP32808.1,317,2,,ABSENT,P0DTN2,99.68,P0DTN2,99.68,P0DTN2:99.7%; A0A7H0DNF1:24.6%,True,ACCEPTED,WDP32808.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,WDP22795.1,281,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(281 not in 300-332),"WDP22795.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,WDO69904.1,317,1,,ABSENT,P0DTN2,99.68,P0DTN2,99.68,P0DTN2:99.7%; A0A7H0DNF1:25.6%,True,ACCEPTED,WDO69904.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,WDO34344.1,317,1,,ABSENT,P0DTN2,99.68,P0DTN2,99.68,P0DTN2:99.7%; A0A7H0DNF1:25.2%,True,ACCEPTED,WDO34344.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XDU12928.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XDU12928.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XDU08098.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XDU08098.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XDU07385.1,214,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"XDU07385.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,XDU04181.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XDU04181.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XDU04007.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XDU04007.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XDU03833.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XDU03833.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XHB11789.1,62,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"XHB11789.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,XHB11647.1,62,2,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(62 not in 300-332),"XHB11647.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,XHB11161.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XHB11161.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XGY66724.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XGY66724.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XGO90543.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XGO90543.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XGO86785.1,317,1,,ABSENT,P0DTN2,99.68,P0DTN2,99.68,P0DTN2:99.7%; A0A7H0DNF1:25.2%,True,ACCEPTED,XGO86785.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XGO86099.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XGO86099.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,WZB49101.1,300,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"WZB49101.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,WZB46895.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WZB46895.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,WZB46389.1,300,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"WZB46389.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,WZB46052.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WZB46052.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,WZB44686.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WZB44686.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,WZB43832.1,280,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"WZB43832.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,WZB43499.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WZB43499.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,WZB42990.1,311,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"WZB42990.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,WZB41965.1,310,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"WZB41965.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,XFD06132.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XFD06132.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XDC01835.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XDC01835.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XBH42952.1,317,8,,ABSENT,P0DTN2,99.37,P0DTN2,99.37,P0DTN2:99.4%; A0A7H0DNF1:26.5%,True,ACCEPTED,XBH42952.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XBH42603.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XBH42603.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XBH42219.1,317,2,,ABSENT,P0DTN2,94.64,P0DTN2,94.64,P0DTN2:94.6%; A0A7H0DNF1:25.6%,True,ACCEPTED,XBH42219.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XBH42043.1,317,1,,ABSENT,P0DTN2,99.37,P0DTN2,99.37,P0DTN2:99.4%; A0A7H0DNF1:26.5%,True,ACCEPTED,XBH42043.1 EEV type-I membrane glycoprotein [Monkeypox virus]
